ZONE,Type,VillaNo,,WorkType1,Percentage1,Status1,Contractor1,,WorkType2,Percentage2,Status2,Contractor2,,WorkType3,Percentage3,Status3,Contractor3,,WorkType4,Percentage4,Status4,Contractor4,,WorkType5,Percentage5,Status5,Contractor5,,WorkType6,Percentage6,Status6,Contractor6,,WorkType7,Percentage7,Status7,Contractor7,,WorkType8,Percentage8,Status8,Contractor8
Z11,V4a,100,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة تقنين,,لياسة  دورارضي,70%,Open,مؤسسة تقنين,,طرطشة  دوراول,100%,Closed,مؤسسه حسن رضا,,لياسة  دوراول,90%,Retained,مؤسسه حسن رضا / الصدقه محمد السيد,,طرطشة  دورالملحق,100%,Closed,الصدقه / السيد محمد حامد,,لياسة  دورالملحق,100%,Closed,الصدقه / السيد محمد حامد,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / السيد محمد حامد,,لياسة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد
Z11,V4a,101,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة تقنين,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,مؤسسه حسن رضا,,لياسة  دوراول,90%,Retained,مؤسسه حسن رضا / الصدقه محمد السيد,,طرطشة  دورالملحق,100%,Closed,الصدقه / السيد محمد حامد,,لياسة  دورالملحق,100%,Closed,الصدقه / السيد محمد حامد,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / السيد محمد حامد,,لياسة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد
Z11,V4a,102,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة تقنين,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,مؤسسه حسن رضا,,لياسة  دوراول,90%,Retained,مؤسسه حسن رضا / الصدقه محمد السيد,,طرطشة  دورالملحق,100%,Closed,الصدقه / السيد محمد حامد,,لياسة  دورالملحق,100%,Closed,الصدقه / السيد محمد حامد,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد
Z15,V1a,156,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,90%,Retained,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z15,V1a,157,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الرابط المتكامل,,لياسة  دورارضي,100%,Closed,مؤسسه الرابط المتكامل,,طرطشة  دوراول,100%,Closed,مؤسسه الرابط المتكامل,,لياسة  دوراول,100%,Closed,مؤسسه الرابط المتكامل,,طرطشة  دورالملحق,100%,Closed,مؤسسه الرابط المتكامل,,لياسة  دورالملحق,100%,Closed,مؤسسه الرابط المتكامل,,طرطشة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد,,لياسة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد
Z15,V1a,158,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,90%,Retained,الصدقه / ايمن ,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z15,V1a,159,,طرطشة  دور أ رضي ,100%,Closed,شركه التسديد,,لياسة  دورارضي,100%,Closed,شركه التسديد,,طرطشة  دوراول,100%,Closed,شركه التسديد,,لياسة  دوراول,100%,Closed,شركه التسديد,,طرطشة  دورالملحق,100%,Closed,شركه التسديد,,لياسة  دورالملحق,100%,Closed,شركه التسديد,,طرطشة خارجية للواجهات,100%,Closed,شركه التسديد,,لياسة خارجية للواجهات,90%,Retained,شركه التسديد
Z15,V1a,160,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,100%,Closed,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,100%,Closed,مؤسسة الاوائل,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,,,
Z15,V5,161,,طرطشة  دور أ رضي ,,,,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / ايمن ,,لياسة خارجية للواجهات,100%,Closed,الصدقه / ايمن 
Z15,V1a,162,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,90%,Retained,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z15,V5,163,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه عهود عابد,,لياسة  دورارضي,100%,Closed,مؤسسه عهود عابد,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / ايمن ,,لياسة خارجية للواجهات,60%,Open,الصدقه / ايمن 
Z15,V1a,164,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه كاسب رجاء,,لياسة  دورارضي,90%,Retained,مؤسسه كاسب رجاء,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z15,V5,165,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه مسارات,,لياسة  دورارضي,90%,Retained,مؤسسه مسارات,,طرطشة  دوراول,,,,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / ايمن ,,لياسة خارجية للواجهات,60%,Open,الصدقه / ايمن 
Z15,V1a,166,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه كاسب رجاء,,لياسة  دورارضي,90%,Retained,مؤسسه كاسب رجاء,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه ترسانة الغربية,,لياسة خارجية للواجهات,,,
Z15,V5,167,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه مسارات,,لياسة  دورارضي,90%,Retained,مؤسسه مسارات,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,90%,Retained,مؤسسة حلول ورا وفد,,لياسة خارجية للواجهات,95%,Retained,مؤسسة حلول ورا وفد
Z15,V1a,168,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,90%,Retained,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه ترسانة الغربية,,لياسة خارجية للواجهات,,,
Z15,V5,169,,طرطشة  دور أ رضي ,100%,Closed,شركة الصدقه / بخيت,,لياسة  دورارضي,90%,Retained,شركة الصدقه / بخيت,,طرطشة  دوراول,,,,,لياسة  دوراول,90%,Retained,شركة الصدقه / بخيت,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورالملحق,90%,Retained,مؤسسة حلول وروافد,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,90%,Retained,مؤسسة حلول وروافد
Z15,V3b,170,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z15,V3b,171,,طرطشة  دور أ رضي ,100%,Closed,الصدقه  / علي محمد,,لياسة  دورارضي,100%,Closed,الصدقه  / علي محمد,,طرطشة  دوراول,100%,Closed,الصدقه  / علي محمد,,لياسة  دوراول,100%,Closed,الصدقه  / علي محمد,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,,,
Z15,V1a,172,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,60%,Open,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z15,V5,173,,طرطشة  دور أ رضي ,100%,Closed,شركة الصدقه / بخيت,,لياسة  دورارضي,90%,Retained,شركة الصدقه / بخيت,,طرطشة  دوراول,,,,,لياسة  دوراول,90%,Retained,شركة الصدقه / بخيت,,طرطشة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,لياسة  دورالملحق,90%,Retained,شركة الصدقه / بخيت,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,85%,Open,مؤسسة حلول وروافد
Z15,V1a,174,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,60%,Open,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,,,
Z15,V5,175,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,90%,Retained,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,60%,Open,مؤسسة حلول وروافد
Z15,V1a,176,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,60%,Open,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,,,
Z15,V5,177,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,90%,Retained,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسة احتراف,,لياسة  دوراول,90%,Retained,مؤسسة احتراف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,100%,Closed,مؤسسة احتراف,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,60%,Open,مؤسسة حلول وروافد
Z15,V1a,178,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,60%,Open,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,100%,Closed,مؤسسة الاوائل
Z15,V5,179,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,100%,Closed,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسة احتراف,,لياسة  دوراول,90%,Retained,مؤسسة احتراف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,100%,Closed,مؤسسة احتراف,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,,,
Z15,V1a,180,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,90%,Retained,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,,,
Z15,V5,181,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,100%,Closed,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسة احتراف,,لياسة  دوراول,90%,Retained,مؤسسة احتراف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,100%,Closed,مؤسسة احتراف,,طرطشة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد,,لياسة خارجية للواجهات,60%,Open,الصدقه  السيد محمد حامد
Z15,V1a,182,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,90%,Retained,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,100%,Closed,مؤسسة الاوائل
Z15,V5,183,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,100%,Closed,مؤسسة احتراف,,طرطشة  دوراول,,,,,لياسة  دوراول,90%,Retained,مؤسسة احتراف,,طرطشة  دورالملحق,100%,Closed,الصدقه  السيد محمد,,لياسة  دورالملحق,90%,Retained,الصدقه  السيد محمد,,طرطشة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد,,لياسة خارجية للواجهات,85%,Open,الصدقه  السيد محمد
Z15,V1a,184,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة 810,,لياسة  دورارضي,100%,Closed,مؤسسة 810,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,100%,Closed,مؤسسة الاوائل
Z15,V1a,185,,طرطشة  دور أ رضي ,100%,Closed,الصدقه  السيد محمد,,لياسة  دورارضي,60%,Open,الصدقه  السيد محمد,,طرطشة  دوراول,100%,Closed,الصدقه  السيد محمد,,لياسة  دوراول,90%,Retained,الصدقه  السيد محمد,,طرطشة  دورالملحق,100%,Closed,الصدقه  السيد محمد,,لياسة  دورالملحق,90%,Retained,الصدقه  السيد محمد,,طرطشة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد,,لياسة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد
Z15,V1a,186,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة الاوائل,,لياسة  دورالملحق,100%,Closed,مؤسسة الاوائل,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة الاوائل,,لياسة خارجية للواجهات,100%,Closed,مؤسسة الاوائل
Z15,V1a,187,,طرطشة  دور أ رضي ,100%,Closed,الصدقه  السيد محمد,,لياسة  دورارضي,90%,Retained,الصدقه  السيد محمد,,طرطشة  دوراول,100%,Closed,الصدقه  السيد محمد,,لياسة  دوراول,90%,Retained,الصدقه  السيد محمد,,طرطشة  دورالملحق,100%,Closed,الصدقه  السيد محمد حامد,,لياسة  دورالملحق,90%,Retained,الصدقه  السيد محمد حامد,,طرطشة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد,,لياسة خارجية للواجهات,100%,Closed,الصدقه  السيد محمد حامد
Z16,V1b,188,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة بداية,,لياسة  دورارضي,95%,Retained,مؤسسة بداية,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,100%,Closed,مؤسسة تقنين,,لياسة  دورالملحق,100%,Closed,مؤسسة تقنين,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة تقنين,,لياسة خارجية للواجهات,100%,Closed,مؤسسة تقنين
Z16,V1b,189,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة بداية,,لياسة  دورارضي,95%,Retained,مؤسسة بداية,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V1b,190,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسة تقنين,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة تقنين,,لياسة خارجية للواجهات,100%,Closed,مؤسسة تقنين
Z16,V1b,191,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,90%,Retained,مؤسسة ريناد,,طرطشة  دوراول,100%,Closed,مؤسسة ريناد,,لياسة  دوراول,90%,Retained,مؤسسة ريناد,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,شركه احمد سمير,,لياسة خارجية للواجهات,100%,Closed,شركه احمد سمير
Z16,V1b,192,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,70%,Open,مؤسسة ريناد,,طرطشة  دوراول,100%,Closed,مؤسسة ريناد,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,مؤسسه سعد صنهات,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه سعد صنهات,,لياسة خارجية للواجهات,90%,Retained,مؤسسه سعد صنهات
Z16,V1b,193,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,90%,Retained,شركه احمد سمير,,لياسة  دوراول,60%,Open,شركه احمد سمير,,طرطشة  دورالملحق,100%,Closed,شركه احمد سمير,,لياسة  دورالملحق,100%,Closed,شركه احمد سمير,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V1b,194,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,90%,Retained,مؤسسة ريناد,,طرطشة  دوراول,100%,Closed,مؤسسة ريناد,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,مؤسسه سعد صنهات,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه سعد صنهات,,لياسة خارجية للواجهات,90%,Retained,مؤسسه سعد صنهات
Z16,V1b,195,,طرطشة  دور أ رضي ,,,,,لياسة  دورارضي,,,,,طرطشة  دوراول,90%,Retained,شركه احمد سمير,,لياسة  دوراول,60%,Open,شركه احمد سمير,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة تقنين,,لياسة خارجية للواجهات,,,
Z16,V1b,196,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,70%,Open,مؤسسة ريناد,,طرطشة  دوراول,,,,,لياسة  دوراول,,,,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V1b,197,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,90%,Retained,مؤسسة ريناد,,طرطشة  دوراول,,,,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,الصدقه اسلام محمدسيدمحمد,,لياسة  دورالملحق,50%,Open,الصدقه اسلام محمدسيدمحمد,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V3b,198,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,70%,Open,مؤسسة ريناد,,طرطشة  دوراول,100%,Closed,مؤسسة ريناد,,لياسة  دوراول,90%,Retained,مؤسسة ريناد,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V3b,199,,طرطشة  دور أ رضي ,,,,,لياسة  دورارضي,,,,,طرطشة  دوراول,,,,,لياسة  دوراول,,,,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V1b,200,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة ريناد,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه سعد صنهات,,لياسة خارجية للواجهات,60%,Open,مؤسسه سعد صنهات
Z16,V1b,201,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,,,,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V1b,202,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه سعد صنهات,,لياسة خارجية للواجهات,60%,Open,مؤسسه سعد صنهات
Z16,V1b,203,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,,,,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه جبال المعرفه,,لياسة خارجية للواجهات,60%,Open,مؤسسه جبال المعرفه
Z16,V1b,204,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,100%,Closed,مؤسسة الاوائل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه سعد صنهات,,لياسة خارجية للواجهات,60%,Open,مؤسسه سعد صنهات
Z16,V1b,205,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,مؤسسه جبال المعرفه,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه جبال المعرفه,,لياسة خارجية للواجهات,60%,Open,مؤسسه جبال المعرفه
Z16,V1b,206,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,100%,Closed,مؤسسة الاوائل,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V1b,207,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة الاوائل,,لياسة  دورارضي,100%,Closed,مؤسسة الاوائل,,طرطشة  دوراول,,,,,لياسة  دوراول,,,,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V2,208,,طرطشة  دور أ رضي ,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دورارضي,100%,Closed,شركة الصدقه /  محمد افضل,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دوراول,100%,Closed,شركة الصدقه /  محمد افضل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z16,V2,209,,طرطشة  دور أ رضي ,100%,Closed,شركه الصدقه / محمد افضل,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,شركه الصدقه / محمد افضل,,لياسة  دوراول,80%,Open,شركة الصدقه /  محمد افضل,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z17,V2,210,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسة عبدالطيف,,لياسة  دوراول,100%,Closed,مؤسسة عبدالطيف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,75%,Open,مباني النخبه,,لياسة خارجية للواجهات,75%,Open,مباني النخبه
