ZONE,Type,VillaNo,,WorkType1,Percentage1,Status1,Contractor1,,WorkType2,Percentage2,Status2,Contractor2,,WorkType3,Percentage3,Status3,Contractor3,,WorkType4,Percentage4,Status4,Contractor4,,WorkType5,Percentage5,Status5,Contractor5,,WorkType6,Percentage6,Status6,Contractor6,,WorkType7,Percentage7,Status7,Contractor7,,WorkType8,Percentage8,Status8,Contractor8
Z17,V2,211,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة مباني النخبة,,لياسة  دورارضي,100%,Closed,مؤسسة مباني النخبة,,طرطشة  دوراول,100%,Closed,مؤسسة عبداللطيف,,لياسة  دوراول,100%,Closed,مؤسسة عبداللطيف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,75%,Open,مباني النخبه,,لياسة خارجية للواجهات,75%,Open,مباني النخبه
Z17,V3b,212,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسة عبدالطيف,,لياسة  دوراول,100%,Closed,مؤسسة عبدالطيف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,77%,Open,مباني النخبه,,لياسة خارجية للواجهات,77%,Open,مباني النخبه
Z17,V3b,213,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة مباني النخبة,,لياسة  دورارضي,100%,Closed,مؤسسة مباني النخبة,,طرطشة  دوراول,100%,Closed,مؤسسه عبدالطيف,,لياسة  دوراول,100%,Closed,مؤسسه عبدالطيف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,77%,Open,مباني النخبه,,لياسة خارجية للواجهات,77%,Open,مباني النخبه
Z17,V2,214,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسة عبدالطيف,,لياسة  دوراول,100%,Closed,مؤسسة عبدالطيف,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,75%,Open,مباني النخبه,,لياسة خارجية للواجهات,75%,Open,مباني النخبه
Z17,V2,215,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة خلود,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,مؤسسة عبداللطيف,,لياسة  دوراول,100%,Closed,مؤسسة عبداللطيف,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,60%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,75%,Open,مباني النخبه,,لياسة خارجية للواجهات,75%,Open,مباني النخبه
Z17,V3a,216,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة خلود,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,مؤسسه عبدالطيف,,لياسة  دوراول,100%,Closed,مؤسسه عبدالطيف,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,80%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,76%,Open,مباني النخبه,,لياسة خارجية للواجهات,76%,Open,مباني النخبه
Z18,V6,217,,طرطشة  دور أ رضي ,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دورارضي,100%,Closed,شركة الصدقه /  محمد افضل,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دوراول,,,,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,75%,Open,مباني النخبه,,لياسة خارجية للواجهات,75%,Open,مباني النخبه
Z18,V3a,218,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة مباني النخبة,,لياسة  دورارضي,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دوراول,100%,Closed,شركة الصدقه /  محمد افضل,,طرطشة  دورالملحق,100%,Closed,الصدقه /  حسين بن جعثوم,,لياسة  دورالملحق,60%,Open,الصدقه / بخيت ,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه ينابيع ,,لياسة خارجية للواجهات,80%,Open,فرصه الاعمال
Z18,V6,219,,طرطشة  دور أ رضي ,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دورارضي,100%,Closed,شركة الصدقه /  محمد افضل,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد افضل,,لياسة  دوراول,,,,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,75%,Open,مباني النخبه,,لياسة خارجية للواجهات,75%,Open,مباني النخبه
Z18,V6,220,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة مباني النخبة+ مؤسسة احتراف,,لياسة  دورارضي,100%,Closed,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسة احتراف,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,الصدقه / بخيت ,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه ينابيع ,,لياسة خارجية للواجهات,85%,Open,مؤسسه ينابيع 
Z18,V6,221,,طرطشة  دور أ رضي ,100%,Closed,الصدقه /  حسين بن جعثوم,,لياسة  دورارضي,80%,Open,الصدقه /  حسين بن جعثوم,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد محمود,,لياسة  دوراول,100%,Closed,شركة الصدقه /  محمد محمود,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مباني النخبه,,لياسة خارجية للواجهات,100%,Closed,مباني النخبه
Z18,V6,222,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,100%,Closed,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسة احتراف,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,لياسة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,طرطشة خارجية للواجهات,72%,Open,مؤسسة 810,,لياسة خارجية للواجهات,72%,Open,مؤسسة 810
Z18,V6,223,,طرطشة  دور أ رضي ,100%,Closed,الصدقه /  حسين بن جعثوم,,لياسة  دورارضي,80%,Open,الصدقه /  حسين بن جعثوم,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد محمود,,لياسة  دوراول,100%,Closed,شركة الصدقه /  محمد محمود,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مباني النخبه,,لياسة خارجية للواجهات,60%,Open,مباني النخبه
Z18,V6,224,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,لياسة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,طرطشة خارجية للواجهات,72%,Open,مؤسسة 810,,لياسة خارجية للواجهات,72%,Open,مؤسسة 810
Z18,V6,225,,طرطشة  دور أ رضي ,,,,,لياسة  دورارضي,,,,,طرطشة  دوراول,100%,Closed,شركة الصدقه /  محمد محمود,,لياسة  دوراول,90%,Retained,شركة الصدقه /  محمد محمود,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة حلول وروافد,,لياسة خارجية للواجهات,60%,Open,مؤسسة حلول وروافد
Z18,V6,226,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,60%,Open,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,لياسة  دورالملحق,100%,Closed,شركة الصدقه / بخيت,,طرطشة خارجية للواجهات,72%,Open,مؤسسة 810,,لياسة خارجية للواجهات,72%,Open,مؤسسة 810
Z18,V6,227,,طرطشة  دور أ رضي ,100%,Closed,حازم بن خالد,,لياسة  دورارضي,90%,Retained,حازم بن خالد,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z18,V3b,228,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة احتراف,,لياسة  دورارضي,100%,Closed,مؤسسة احتراف,,طرطشة  دوراول,100%,Closed,مؤسسة احتراف,,لياسة  دوراول,60%,Open,مؤسسة احتراف,,طرطشة  دورالملحق,100%,Closed,الصدقه / بخيت,,لياسة  دورالملحق,100%,Closed,الصدقه / بخيت,,طرطشة خارجية للواجهات,76%,Open,مؤسسة 810,,لياسة خارجية للواجهات,76%,Open,مؤسسة 810
Z18,V3b,229,,طرطشة  دور أ رضي ,100%,Closed,حازم بن خالد,,لياسة  دورارضي,90%,Retained,حازم بن خالد,,طرطشة  دوراول,90%,Retained,حازم بن خالد,,لياسة  دوراول,90%,Retained,الصدقه / ايمن,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,فرصه الاعمال,,لياسة خارجية للواجهات,60%,Open,فرصه الاعمال
Z18,V6,230,,طرطشة  دور أ رضي ,100%,Closed,فردي مقاول محمد عيد,,لياسة  دورارضي,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دوراول,100%,Closed,فردي مقاول محمد عيد,,لياسة  دوراول,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه الاستيراد,,لياسة خارجية للواجهات,60%,Open,مؤسسه الاستيراد
Z18,V6,231,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,80%,Open,فرصه الاعمال
Z18,V6,232,,طرطشة  دور أ رضي ,100%,Closed,فردي مقاول محمد عيد,,لياسة  دورارضي,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دوراول,100%,Closed,فردي مقاول محمد عيد,,لياسة  دوراول,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه تباشير,,لياسة خارجية للواجهات,100%,Closed,مؤسسه تباشير
Z18,V6,233,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,فرصه الاعمال,,لياسة خارجية للواجهات,80%,Open,فرصه الاعمال
Z18,V6,234,,طرطشة  دور أ رضي ,100%,Closed,فردي مقاول محمد عيد,,لياسة  دورارضي,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دوراول,100%,Closed,فردي مقاول محمد عيد,,لياسة  دوراول,100%,Closed,فردي مقاول محمد عيد,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه تباشير,,لياسة خارجية للواجهات,100%,Closed,مؤسسه تباشير
Z18,V6,235,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,فرصه الاعمال,,لياسة خارجية للواجهات,80%,Open,فرصه الاعمال
Z18,V6,236,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,فرصه الاعمال,,لياسة خارجية للواجهات,80%,Open,فرصه الاعمال
Z18,V6,237,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,فرصه الاعمال,,لياسة خارجية للواجهات,60%,Open,فرصه الاعمال
Z18,V6,238,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة بداية,,لياسة  دورارضي,95%,Retained,مؤسسة بداية,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه الحزم,,لياسة خارجية للواجهات,80%,Open,مؤسسه الحزم
Z18,V6,239,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة بداية,,لياسة  دورارضي,95%,Retained,مؤسسة بداية,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,60%,Open,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,100%,Closed,مؤسسه الحزم,,طرطشة خارجية للواجهات,72%,Open,مؤسسة بداية,,لياسة خارجية للواجهات,72%,Open,مؤسسة بداية
Z18,V6,240,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z18,V3a,241,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة بداية,,لياسة  دورارضي,95%,Retained,مؤسسة بداية,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,80%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,73%,Open,مؤسسة بداية,,لياسة خارجية للواجهات,73%,Open,مؤسسة بداية
Z18,V6,242,,طرطشة  دور أ رضي ,100%,Closed,مؤسسه الحزم,,لياسة  دورارضي,100%,Closed,مؤسسه الحزم,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / سليمان خالد,,لياسة خارجية للواجهات,60%,Open,الصدقه / سليمان خالد
Z19,V3a,243,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة أبراج فائبر,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة خارجية للواجهات,100%,Closed,مؤسسة اغراس الطبيعه
Z19,V3a,244,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة باخشوين,,لياسة  دورارضي,78%,Open,مؤسسة باخشوين,,طرطشة  دوراول,100%,Closed,حازم بن خالد,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,80%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه الحزم,,لياسة خارجية للواجهات,100%,Closed,مؤسسه الحزم
Z19,V3a,245,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة أبراج فائبر,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,100%,Closed,الصدقه / احمد عياد,,لياسة خارجية للواجهات,60%,Open,مؤسسة عبداللطيف
Z19,V3a,246,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة باخشوين,,لياسة  دورارضي,78%,Open,مؤسسة باخشوين,,طرطشة  دوراول,100%,Closed,حازم بن خالد,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,80%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه الحزم,,لياسة خارجية للواجهات,100%,Closed,مؤسسه الحزم
Z19,V3a,247,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه عبدالطيف,,لياسة خارجية للواجهات,100%,Closed,مؤسسه عبدالطيف
Z19,V3a,248,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة باخشوين,,لياسة  دورارضي,78%,Open,مؤسسة باخشوين,,طرطشة  دوراول,100%,Closed,حازم بن خالد,,لياسة  دوراول,,,,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,80%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه الحزم,,لياسة خارجية للواجهات,100%,Closed,مؤسسه الحزم
Z19,V3a,249,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,100%,Closed,مؤسسة عبدالطيف,,لياسة خارجية للواجهات,100%,Closed,مؤسسة عبدالطيف
Z19,V3b,250,,طرطشة  دور أ رضي ,,,,,لياسة  دورارضي,50%,Open,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,97%,Retained,مؤسسه الحزم,,لياسة خارجية للواجهات,,,
Z19,V3b,251,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة أبراج فائبر,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,60%,Open,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,100%,Closed,شركة الصدقه / ايهاب,,لياسة خارجية للواجهات,60%,Open,شركة الصدقه / ايهاب
Z19,V3a,252,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,100%,Closed,شركة الصدقه / ايهاب,,لياسة خارجية للواجهات,60%,Open,شركة الصدقه / ايهاب
Z19,V3a,253,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,,,,,لياسة  دوراول,100%,Closed,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z19,V3a,254,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,82%,Open,شركة الصدقه / بخيت,,لياسة خارجية للواجهات,82%,Open,شركة الصدقه / بخيت
Z19,V3a,255,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,,,,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z19,V3a,256,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,82%,Open,شركة الصدقه / بخيت,,لياسة خارجية للواجهات,82%,Open,شركة الصدقه / بخيت
Z19,V3a,257,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,60%,Open,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,80%,Open,مؤسسه الحزم,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z19,V3a,258,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,82%,Open,شركة الصدقه / بخيت,,لياسة خارجية للواجهات,82%,Open,شركة الصدقه / بخيت
Z19,V3a,259,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة اغراس الطبيعه,,لياسة  دورارضي,100%,Closed,مؤسسة اغراس الطبيعه,,طرطشة  دوراول,100%,Closed,مؤسسه الحزم,,لياسة  دوراول,90%,Retained,مؤسسه الحزم,,طرطشة  دورالملحق,100%,Closed,مؤسسه الحزم,,لياسة  دورالملحق,,,,,طرطشة خارجية للواجهات,,,,,لياسة خارجية للواجهات,,,
Z19,V3a,260,,طرطشة  دور أ رضي ,100%,Closed,مؤسسة حلول وروافد,,لياسة  دورارضي,100%,Closed,مؤسسة حلول وروافد,,طرطشة  دوراول,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دوراول,90%,Retained,مؤسسة حلول ورا وفد,,طرطشة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,لياسة  دورالملحق,100%,Closed,مؤسسة حلول ورا وفد,,طرطشة خارجية للواجهات,100%,Closed,مؤسسه الحزم,,لياسة خارجية للواجهات,100%,Closed,مؤسسه الحزم
